DESCRIPTION: LINE 2 IS THE HEADER; LINE 3 IS START_DATE; THE FOLLOWING LINES: FEES LIST; THE COLUMNS ARE SEPARATED BY TAB
MBS	MBS Fee (Jan 2015)	AHSA $ Benefit	AHSA % Benefit
43828	$1,228.55	$1,679.00	
43831	$957.30	$1,308.60	
43834	$1,112.00	$1,519.80	
43837	$1,389.90	$1,899.50	
43840	$1,204.60	$1,646.50	
43843	$1,853.35	$2,533.20	
43846	$1,992.30	$2,722.90	
43849	$509.65	$696.50	
43852	$1,621.55	$2,216.40	
43855	$1,714.35	$2,342.90	
43858	$602.25	$823.00	
43861	$1,668.05	$2,279.90	
43864	$1,251.05	$1,696.50	
43867	$695.00	$942.70	
43870	$972.95	$1,319.70	
43873	$1,297.35	$1,759.30	
43876	$1,112.00	$1,508.20	
43879	$1,297.35	$1,759.30	
43882	$1,668.05	$2,262.30	
43900	$1,112.00	$1,479.60	
43903	$1,853.35	$2,466.00	
43906	$1,621.55	$2,157.50	
43909	$1,621.55	$2,157.50	
43912	$1,532.00	$2,038.50	
43915	$1,158.30	$1,583.00	
43930	$445.40	$581.30	
43933	$521.40	$680.40	
43936	$972.95	$1,269.30	
43939	$741.30	$967.30	
43942	$231.70	$302.40	
43945	$972.95	$1,269.30	
43948	$139.10	$181.30	
43951	$871.30	$1,137.00	
43954	$1,065.75	$1,390.30	
43957	$1,158.30	$1,511.10	
43960	$407.50	$531.70	
43963	$1,621.55	$2,115.70	
43966	$1,853.35	$2,418.10	
43969	$2,548.35	$3,324.80	
43972	$1,853.35	$2,418.10	
43975	$2,177.70	$2,841.20	
43978	$1,853.35	$2,418.10	
43981	$509.65	$664.90	
43984	$1,297.35	$1,692.70	
43987	$1,436.40	$1,874.10	
43990	$1,760.75	$2,297.10	
43993	$1,899.65	$2,478.70	
43996	$2,131.35	$2,780.90	
43999	$266.55	$347.80	
44102	$256.95	$335.30	
44105	$45.10	$61.80	
44108	$491.45	$672.00	
44111	$575.65	$751.00	
44114	$575.65	$751.00	
44130	$463.30	$604.80	
44133	$367.75	$502.40	
44136	$169.50	$231.50	
44325	$295.70	$404.10	
44328	$356.35	$487.00	
44331	$587.60	$803.20	
44334	$1,194.25	$1,632.20	
44338	$144.00	$188.10	
44342	$219.95	$287.10	
44346	$254.00	$331.70	
44350	$288.20	$376.10	
44354	$329.80	$430.20	
44358	$183.90	$239.50	
44359	$263.95	$344.50	
44361	$356.35	$465.10	
44364	$295.70	$385.70	
44367	$521.95	$681.10	
44370	$720.20	$939.60	
44373	$1,478.40	$1,929.30	
44376			132.00 
45000	$541.35	$818.50	
45003	$601.65	$910.00	
45006	$1,037.65	$1,431.90	
45009	$379.05	$573.30	
45012	$635.00	$958.60	
45015	$300.75	$453.90	
45018	$473.65	$716.30	
45019	$396.70	$600.10	
45020	$396.70	$600.10	
45021	$177.35	$268.10	
45024	$398.55	$602.60	
45025	$177.35	$268.10	
45026	$398.55	$602.60	
45027	$120.35	$181.90	
45030	$129.25	$169.90	
45033	$240.70	$332.10	
45035	$702.05	$1,061.90	
45036	$1,128.05	$1,483.80	
45039	$240.70	$364.10	
45042	$308.40	$405.70	
45045	$308.40	$425.40	
45048	$774.55	$1,068.60	
45051	$473.75	$716.40	
45054	$246.10	$372.20	
45200	$284.35	$392.10	
45203	$406.05	$614.20	
45206	$383.55	$579.60	
45207	$383.55	$557.60	
45209	$473.75	$716.40	
45212	$235.05	$355.40	
45215	$1,014.05	$1,533.60	
45218	$454.85	$686.80	
45221	$261.55	$394.70	
45224	$117.55	$177.30	
45227	$445.40	$672.60	
45230	$222.75	$337.20	
45233	$473.75	$715.50	
45236	$371.50	$560.70	
45239	$261.55	$360.80	
45240	$261.55	$380.20	
45400	$204.70	$282.30	
45403	$407.50	$562.50	
45406	$451.10	$622.40	
45409	$601.65	$830.20	
45412	$827.30	$1,141.90	
45415	$902.30	$1,364.80	
45418	$977.55	$1,478.40	
45439	$284.35	$392.10	
45442	$586.50	$809.20	
45445	$556.60	$767.90	
45448	$376.00	$568.50	
45451	$473.75	$653.80	
45460	$1,253.30	$1,895.80	
45461	$893.25	$1,350.70	
45462	$674.05	$1,019.50	
45464	$1,913.10	$2,893.50	
45465	$1,363.00	$2,061.40	
45466	$1,027.95	$1,554.60	
45468	$1,832.65	$2,528.50	
45469	$1,382.70	$1,908.20	
45471	$2,303.65	$3,178.30	
45472	$1,737.60	$2,397.30	
45474	$2,773.30	$3,826.30	
45475	$2,092.45	$2,887.00	
45477	$3,243.00	$4,474.40	
45478	$2,446.05	$3,374.80	
45480	$3,712.60	$5,122.60	
45481	$2,801.10	$3,864.50	
45483	$4,229.95	$5,836.20	
45484	$3,191.50	$4,403.50	
45485	$527.70	$728.10	
45486	$451.10	$622.40	
45487	$406.05	$560.40	
45488	$451.10	$622.40	
45489	$676.80	$933.60	
45490	$902.50	$1,245.40	
45491	$1,128.05	$1,556.40	
45492	$1,353.60	$1,867.60	
45493	$406.05	$560.40	
45494	$1,638.70	$2,261.00	
45496	$416.05	$573.90	
45497	$324.95	$448.50	
45498	$261.55	$360.80	
45499	$195.00	$269.20	
45500	$1,090.35	$1,649.40	
45501	$1,774.70	$2,684.00	
45502	$1,774.70	$2,684.00	
45503	$2,030.35	$3,070.60	
45504	$1,774.70	$2,448.60	
45505	$1,774.70	$2,449.30	
45506	$219.95	$332.50	
45512	$295.70	$407.90	
45515	$186.50	$282.10	
45518	$225.70	$341.50	
45519	$429.05	$648.90	
45520	$900.45	$1,362.00	
45522	$631.75	$955.20	
45524	$741.65	$1,023.50	
45527	$741.65	$1,121.80	
45528	$1,112.35	$1,682.40	
45530	$1,099.40	$1,516.80	
45533	$1,245.10	$1,717.90	
45536	$457.85	$631.70	
45539	$1,071.20	$1,620.10	
45542	$613.40	$846.50	
45545	$622.55	$859.20	
45546	$197.85	$273.30	
45548	$276.80	$381.90	
45551	$443.70	$671.40	
45552	$638.65	$965.90	
45553	$638.65	$928.50	
45554	$699.45	$1,058.10	
45555	$638.65	$965.90	
45556	$766.05	$1,134.00	
45557	$766.05	$1,134.00	
45558	$1,148.95	$1,701.20	
45559	$1,136.80	$1,652.80	
45560	$473.65	$716.30	
45561	$1,774.70	$2,579.80	
45562	$1,099.40	$1,517.10	
45563	$1,099.40	$1,516.80	
45564	$2,546.30	$3,513.20	
45565	$1,909.80	$2,635.00	
45566	$1,071.20	$1,478.10	
45568	$443.70	$645.30	
45569	$677.60	$928.80	
45570	$914.95	$1,330.40	
45572	$291.70	$402.60	
45575	$720.20	$1,089.50	
45578	$834.05	$1,261.20	
45581	$276.80	$418.40	
45584	$631.75	$955.20	
45585	$631.75	$955.20	
45586	$631.75	$955.20	
45587	$890.85	$1,229.20	
45588	$1,336.40	$1,843.60	
45590	$483.25	$731.10	
45593	$567.65	$858.50	
45596	$900.45	$1,362.00	
45597	$1,205.40	$1,822.60	
45599	$936.55	$1,416.80	
45602	$699.45	$1,058.10	
45605	$587.60	$810.80	
45608	$827.30	$1,141.30	
45611	$473.75	$653.80	
45614	$587.60	$888.80	
45617	$235.05	$355.40	
45620	$326.05	$493.20	
45623	$723.05	$1,093.50	
45624	$937.40	$1,293.70	
45625	$187.55	$258.80	
45626	$326.05	$493.20	
45629	$473.75	$716.40	
45632	$511.95	$774.10	
45635	$587.60	$888.80	
45638	$1,014.05	$1,533.60	
45639	$1,014.05	$1,533.60	
45641	$1,082.90	$1,637.60	
45644	$1,279.45	$1,935.10	
45645	$223.60	$338.20	
45646	$900.45	$1,362.00	
45647	$1,279.45	$1,935.10	
45650	$147.80	$203.90	
45652	$356.35	$491.90	
45653	$356.35	$538.80	
45656	$502.25	$759.50	
45659	$521.25	$788.60	
45660	$2,878.75	$4,345.30	
45661	$1,279.45	$1,931.70	
45662	$701.30	$1,061.00	
45665	$326.05	$493.20	
45668	$326.05	$449.70	
45669	$326.05	$449.70	
45671	$834.05	$1,261.20	
45674	$242.55	$334.90	
45675	$483.25	$731.10	
45676	$575.30	$1,023.00	
45677	$541.35	$818.50	
45680	$676.80	$1,023.70	
45683	$751.85	$1,137.10	
45686	$887.50	$1,341.90	
45689	$261.75	$396.10	
45692	$300.75	$454.50	
45695	$488.75	$739.20	
45698	$458.75	$693.90	
45701	$827.30	$1,250.90	
45704	$300.75	$454.50	
45707	$781.95	$1,182.50	
45710	$488.75	$739.20	
45713	$556.60	$841.60	
45714	$781.95	$1,390.40	
45716	$781.95	$1,182.50	
45720	$966.80	$1,462.40	
45723	$1,090.35	$1,649.40	
45726	$1,232.05	$1,863.70	
45729	$1,383.65	$2,092.50	
45731	$1,402.70	$2,121.60	
45732	$1,579.20	$2,388.40	
45735	$1,611.05	$2,223.50	
45738	$1,812.40	$2,501.20	
45741	$1,772.30	$2,446.00	
45744	$1,992.70	$2,750.20	
45747	$1,933.55	$2,668.10	
45752	$2,165.75	$2,988.60	
45753	$2,178.60	$3,006.80	
45754	$2,611.60	$3,604.40	
45755	$367.75	$507.70	
45758	$658.05	$908.10	
45761	$748.65	$1,032.90	
45767	$2,511.65	$3,466.30	
45770	$1,923.90	$2,655.30	
45773	$1,753.40	$2,419.70	
45776	$1,753.40	$2,419.70	
45779	$1,289.15	$1,778.80	
45782	$985.70	$1,360.40	
45785	$1,668.10	$2,302.00	
45788	$1,649.10	$2,275.80	
45791	$890.85	$1,229.50	
45794	$503.85	$695.50	
45797	$186.50	$257.10	
45799	$29.45	$42.80	
45801	$126.90	$174.80	
45803	$326.05	$448.70	
45805	$172.50	$237.30	
45807	$246.50	$339.00	
45809	$371.50	$511.20	
45811	$502.25	$691.00	
45813	$587.60	$808.60	
45815	$356.35	$490.30	
45817	$464.50	$639.30	
45819	$587.55	$808.40	
45821	$380.80	$523.90	
45823	$108.90	$149.60	
45825	$338.35	$465.60	
45827	$323.40	$445.00	
45829	$246.70	$339.30	
45831	$323.40	$445.00	
45833	$406.05	$558.80	
45835	$503.85	$693.40	
45837	$586.50	$807.20	
45839	$586.50	$807.20	
45841	$473.65	$651.90	
45843	$290.50	$399.80	
45845	$503.85	$693.40	
45847	$186.50	$256.70	
45849	$580.90	$799.20	
45851	$142.95	$196.70	
45853	$890.85	$1,226.00	
45855	$408.70	$562.30	
45857	$653.80	$899.70	
45859	$329.60	$453.80	
45861	$872.30	$1,200.50	
45863	$967.00	$1,330.90	
45865	$290.50	$399.80	
45867	$312.30	$429.70	
45869	$1,188.20	$1,635.10	
45871	$1,338.45	$1,841.80	
45873	$1,504.05	$2,069.70	
45875	$470.70	$647.60	
45877	$470.70	$647.60	
45879	$312.30	$429.70	
45882	$43.00	$59.20	
45885	$443.70	$610.60	
45888	$413.55	$568.90	
45891	$602.45	$828.80	
45894	$204.70	$281.70	
45897	$1,069.10	$1,471.20	
45900	$241.15	$331.90	
45939	$447.10	$615.20	
45945	$118.70	$163.50	
45975	$129.20	$177.80	
45978	$157.85	$217.40	
45981	$85.65	$118.00	
45984	$616.65	$848.50	
45987	$616.65	$848.50	
45990	$842.25	$1,159.00	
45993	$842.25	$1,159.00	
45996	$238.80	$328.50	
46300	$338.40	$458.00	
46303	$376.10	$509.10	
46306	$526.50	$712.50	
46307	$526.50	$712.50	
46309	$526.50	$796.20	
46312	$676.95	$915.90	
46315	$902.55	$1,221.20	
46318	$1,128.25	$1,526.80	
46321	$1,353.90	$1,832.20	
46324	$807.35	$1,221.30	
46325	$842.50	$1,139.90	
46327	$203.15	$275.10	
46330	$346.10	$468.60	
46333	$564.05	$763.20	
46336	$263.30	$398.20	
46339	$466.20	$630.90	
46342	$466.20	$630.90	
46345	$564.05	$763.20	
46348	$244.45	$369.80	
46351	$364.80	$551.90	
46354	$488.85	$739.40	
46357	$609.20	$824.40	
46360	$733.35	$992.60	
46363	$210.60	$318.40	
46366	$127.90	$193.30	
46369	$210.60	$285.10	
46372	$427.95	$579.00	
46375	$507.70	$767.90	
46378	$676.95	$915.90	
46381	$300.80	$407.10	
46384	$300.80	$407.10	
46387	$620.60	$938.70	
46390	$827.50	$1,251.40	
46393	$959.00	$1,450.60	
46396	$329.60	$498.50	
46399	$517.80	$714.30	
46402	$517.80	$714.30	
46405	$631.90	$855.10	
46408	$692.00	$1,046.70	
46411	$406.15	$614.30	
46414	$526.40	$796.10	
46417	$488.85	$661.60	
46420	$204.60	$276.80	
46423	$327.15	$442.80	
46426	$338.40	$466.90	
46429	$413.65	$559.70	
46432	$451.35	$682.70	
46435	$526.50	$796.20	
46438	$135.45	$204.60	
46441	$327.15	$442.80	
46442	$280.85	$379.90	
46444	$488.85	$739.40	
46447	$609.20	$921.30	
46450	$225.70	$341.50	
46453	$376.10	$509.10	
46456	$97.80	$132.40	
46459	$188.05	$254.40	
46462	$300.80	$407.10	
46464	$225.70	$305.30	
46465	$225.70	$305.30	
46468	$394.90	$534.20	
46471	$564.05	$763.20	
46474	$733.35	$992.60	
46477	$902.55	$1,221.20	
46480	$376.10	$509.10	
46483	$300.80	$415.30	
46486	$225.70	$305.30	
46489	$263.30	$356.20	
46492	$361.05	$488.20	
46494	$219.95	$297.50	
46495	$203.15	$307.40	
46498	$219.95	$332.50	
46500	$263.30	$363.40	
46501	$329.20	$445.30	
46502	$302.95	$458.10	
46503	$378.40	$572.20	
46504	$1,105.55	$1,496.00	
46507	$1,286.20	$1,740.80	
46510	$351.00	$474.80	
46513	$56.50	$76.70	
46516	$112.85	$152.90	
46519	$141.25	$190.80	
46522	$421.20	$636.80	
46525	$56.50	$76.70	
46528	$169.50	$256.60	
46531	$85.15	$128.80	
46534	$235.50	$318.80	
47000	$70.65	$95.40	
47003	$84.80	$114.50	
47006	$170.25	$264.60	
47009	$169.50	$262.90	
47012	$338.85	$445.70	
47015	$84.80	$111.30	
47018	$197.60	$260.10	
47021	$263.60	$416.30	
47024	$197.60	$312.10	
47027	$263.60	$416.30	
47030	$197.60	$312.10	
47033	$263.60	$346.80	
47036	$84.80	$111.30	
47039	$112.85	$178.20	
47042	$112.85	$178.20	
47045	$150.75	$198.20	
47048	$324.80	$427.20	
47051	$432.95	$569.60	
47054	$324.80	$448.40	
47057	$127.00	$175.20	
47060	$169.50	$233.80	
47063	$254.20	$350.70	
47066	$338.85	$535.30	
47069	$70.65	$111.70	
47072	$94.00	$148.50	
47300	$84.80	$133.60	
47303	$98.90	$149.40	
47306	$112.85	$155.80	
47309	$141.25	$194.80	
47312	$127.00	$175.20	
47315	$145.95	$201.40	
47318	$169.50	$223.10	
47321	$211.75	$278.50	
47324	$169.50	$233.80	
47327	$197.60	$272.70	
47330	$226.00	$342.00	
47333	$282.35	$442.20	
47336	$169.50	$267.50	
47339	$197.60	$298.70	
47342	$226.00	$312.20	
47345	$282.35	$445.70	
47348	$94.00	$148.50	
47351	$235.50	$371.80	
47354	$169.50	$223.10	
47357	$376.55	$584.60	
47360	$131.85	$204.90	
47363	$197.60	$312.10	
47366	$263.60	$416.30	
47369	$169.50	$256.60	
47372	$282.35	$427.10	
47375	$376.55	$519.60	
47378	$169.50	$267.50	
47381	$254.20	$394.60	
47384	$338.85	$467.50	
47385	$291.75	$383.80	
47386	$470.70	$730.70	
47387	$272.95	$423.80	
47390	$409.55	$565.00	
47393	$546.00	$753.40	
47396	$188.20	$259.50	
47399	$376.55	$589.50	
47402	$282.35	$442.20	
47405	$188.20	$247.60	
47408	$376.55	$569.50	
47411	$112.85	$170.80	
47414	$226.00	$342.00	
47417	$263.60	$346.80	
47420	$517.80	$681.10	
47423	$216.50	$284.80	
47426	$324.80	$427.20	
47429	$432.95	$654.70	
47432	$541.30	$746.90	
47435	$414.25	$643.00	
47438	$659.15	$1,023.00	
47441	$823.75	$1,136.60	
47444	$226.00	$312.20	
47447	$338.85	$467.50	
47450	$451.95	$623.70	
47451	$544.80	$751.80	
47453	$263.60	$363.70	
47456	$395.50	$545.50	
47459	$527.25	$797.50	
47462	$112.85	$155.80	
47465	$226.00	$350.90	
47466	$112.85	$175.20	
47467	$226.00	$350.90	
47468	$432.95	$654.70	
47471	$43.00	$64.90	
47474	$188.20	$259.50	
47477	$235.50	$309.70	
47480	$470.70	$619.10	
47483	$564.85	$742.80	
47486	$941.45	$1,238.40	
47489	$1,412.20	$1,857.40	
47492	$235.50	$309.70	
47495	$470.70	$619.10	
47498	$706.05	$928.70	
47501	$941.45	$1,238.40	
47504	$1,412.20	$1,857.40	
47507	$1,412.20	$1,857.40	
47510	$1,412.20	$1,857.40	
47513	$376.55	$495.30	
47516	$432.95	$683.50	
47519	$866.20	$1,310.00	
47522	$753.25	$1,039.20	
47525	$866.20	$1,139.20	
47528	$753.25	$1,039.20	
47531	$960.25	$1,452.50	
47534	$1,082.70	$1,494.00	
47537	$432.95	$597.10	
47540	$216.50	$342.00	
47543	$226.00	$297.00	
47546	$338.85	$445.70	
47549	$451.95	$594.30	
47552	$376.55	$495.30	
47555	$564.85	$854.50	
47558	$753.25	$1,189.40	
47561	$272.95	$412.90	
47564	$409.55	$619.30	
47565	$712.40	$1,077.40	
47566	$908.05	$1,373.50	
47567	$475.35	$656.00	
47570	$546.00	$854.60	
47573	$682.55	$1,077.60	
47576	$112.85	$178.20	
47579	$160.05	$210.40	
47582	$329.60	$454.80	
47585	$423.75	$584.60	
47588	$1,317.80	$1,818.30	
47591	$1,600.65	$2,208.40	
47594	$216.50	$298.90	
47597	$324.80	$491.00	
47600	$432.95	$671.80	
47603	$564.85	$854.50	
47606	$235.50	$356.00	
47609	$353.05	$534.00	
47612	$409.55	$538.80	
47615	$470.70	$619.10	
47618	$588.45	$928.90	
47621	$409.55	$538.80	
47624	$564.85	$742.80	
47627	$160.05	$210.40	
47630	$338.85	$445.70	
47633	$112.85	$148.60	
47636	$169.50	$223.10	
47639	$226.00	$353.80	
47642	$150.75	$198.20	
47645	$226.00	$297.00	
47648	$301.05	$396.00	
47651	$235.50	$309.70	
47654	$353.05	$464.40	
47657	$470.70	$619.10	
47663	$141.25	$194.80	
47666	$235.50	$325.10	
47672	$112.85	$155.80	
47678	$169.50	$233.80	
47681	$43.00	$59.40	
47684	$753.25	$1,039.20	
47687	$1,317.80	$1,818.30	
47690	$1,035.55	$1,362.20	
47693	$1,317.80	$1,733.30	
47696	$376.55	$495.30	
47699	$1,506.45	$1,981.60	
47702	$1,882.95	$2,476.70	
47703	$43.00	$49.10	
47705	$282.35	$371.30	
47708	$216.50	$284.80	
47711	$320.15	$420.90	
47714	$240.05	$315.80	
47717	$423.75	$557.10	
47720	$423.75	$557.10	
47723	$423.75	$557.10	
47726	$141.25	$222.90	
47729	$235.50	$325.10	
47732	$376.55	$495.30	
47735	$43.05	$49.00	
47738	$235.50	$368.80	
47741	$480.35	$726.20	
47753	$406.65	$615.00	
47756	$406.65	$535.00	
47762	$238.80	$314.30	
47765	$392.10	$515.90	
47768	$480.35	$751.90	
47771	$551.85	$863.90	
47774	$435.65	$682.10	
47777	$435.65	$682.10	
47780	$566.35	$886.70	
47783	$566.35	$886.70	
47786	$718.75	$1,125.00	
47789	$718.75	$945.80	
47900	$169.50	$223.10	
47903	$235.50	$371.80	
47904	$56.50	$89.30	
47906	$112.85	$175.20	
47912	$56.50	$88.10	
47915	$169.50	$233.80	
47916	$85.15	$128.80	
47918	$235.50	$325.10	
47920	$380.80	$525.30	
47921	$112.85	$148.60	
47924	$37.65	$52.20	
47927	$141.25	$222.90	
47930	$263.60	$416.30	
47933	$207.00	$313.30	
47936	$254.20	$401.00	
47948	$160.05	$221.10	
47951	$188.20	$292.30	
47954	$376.55	$594.20	
47957	$282.35	$445.70	
47960	$131.85	$182.30	
47963	$216.50	$342.00	
47966	$432.95	$654.70	
47969	$263.60	$416.30	
47972	$210.60	$290.60	
47975	$369.15	$509.40	
47978	$224.20	$354.00	
47981	$150.55	$237.70	
47982	$364.90	$480.20	
48200	$753.25	$1,039.20	
48203	$913.25	$1,259.90	
48206	$565.45	$780.30	
48209	$724.95	$1,000.10	
48212	$565.45	$780.30	
48215	$724.95	$1,144.50	
48218	$565.45	$780.30	
48221	$753.25	$1,039.20	
48224	$376.55	$519.60	
48227	$489.55	$760.20	
48230	$423.75	$657.70	
48233	$611.90	$804.90	
48236	$800.20	$1,210.10	
48239	$442.45	$698.50	
48242	$611.90	$958.10	
48400	$329.60	$511.50	
48403	$517.80	$817.20	
48406	$329.60	$516.20	
48409	$517.80	$803.70	
48412	$630.65	$995.90	
48415	$800.20	$1,263.50	
48418	$630.65	$987.30	
48421	$800.20	$1,252.90	
48424	$753.25	$1,179.10	
48427	$913.25	$1,381.20	
48500	$329.60	$454.80	
48503	$329.60	$433.70	
48506	$489.55	$644.10	
48509	$235.50	$309.70	
48512	$894.40	$1,176.20	
48600	$94.00	$129.80	
48603	$141.25	$194.80	
48606	$1,317.80	$1,818.30	
48612	$2,447.85	$3,864.60	
48613	$3,481.80	$5,497.00	
48615	$442.45	$610.70	
48618	$2,447.85	$3,377.40	
48621	$1,600.65	$2,208.40	
48624	$1,977.20	$2,727.80	
48627	$2,541.85	$3,507.10	
48630	$2,824.35	$3,897.00	
48632	$1,561.30	$2,154.20	
48636	$809.55	$1,267.50	
48639	$1,365.00	$2,155.00	
48640	$3,481.80	$5,497.00	
48642	$800.20	$1,263.50	
48645	$1,082.70	$1,424.00	
48648	$1,082.70	$1,680.60	
48651	$1,506.45	$2,078.60	
48654	$1,082.70	$1,680.60	
48657	$1,506.45	$2,378.30	
48660	$1,082.70	$1,424.00	
48663	$809.55	$1,064.80	
48666	$489.55	$644.10	
48669	$1,459.20	$2,304.00	
48672	$1,092.25	$1,724.40	
48675	$659.15	$1,040.70	
48678	$565.45	$892.80	
48681	$941.45	$1,486.10	
48684	$941.45	$1,423.50	
48687	$1,317.80	$1,818.30	
48690	$1,506.45	$2,078.60	
48691	$1,793.65	$2,610.30	
48692	$1,208.95	$1,759.40	
48693	$584.70	$850.70	
48694	$1,082.70	$1,575.20	
48900	$282.35	$445.70	
48903	$564.85	$891.90	
48906	$564.85	$876.90	
48909	$753.25	$1,189.40	
48912	$329.60	$454.80	
48915	$753.25	$1,189.40	
48918	$1,506.45	$2,378.30	
48921	$1,553.40	$2,043.20	
48924	$1,788.85	$2,352.70	
48927	$367.05	$584.30	
48930	$753.25	$1,179.10	
48933	$988.55	$1,560.60	
48936	$753.25	$1,189.40	
48939	$1,082.70	$1,680.60	
48942	$1,412.20	$1,948.50	
48945	$272.95	$427.50	
48948	$611.90	$958.10	
48951	$894.40	$1,412.10	
48954	$941.45	$1,461.50	
48957	$1,082.70	$1,637.30	
48960	$941.45	$1,461.50	
49100	$329.60	$498.50	
49103	$706.05	$1,096.10	
49106	$941.45	$1,461.50	
49109	$706.05	$1,114.50	
49112	$706.05	$928.70	
49115	$1,129.65	$1,783.40	
49116	$1,491.15	$2,169.90	
49117	$1,789.35	$2,604.10	
49118	$272.95	$431.10	
49121	$611.90	$958.10	
49200	$818.95	$1,282.00	
49203	$611.90	$925.40	
49206	$564.85	$854.50	
49209	$753.25	$1,139.40	
49210	$994.30	$1,447.20	
49211	$1,193.15	$1,736.40	
49212	$235.50	$325.10	
49215	$649.70	$982.60	
49218	$272.95	$412.90	
49221	$611.90	$966.20	
49224	$706.05	$1,105.50	
49227	$706.05	$1,105.50	
49300	$521.25	$816.10	
49303	$546.00	$861.80	
49306	$1,082.70	$1,680.60	
49309	$753.25	$990.60	
49312	$941.45	$1,298.90	
49315	$847.35	$1,326.50	
49318	$1,317.80	$2,045.80	
49319	$2,315.30	$3,194.50	
49321	$1,600.65	$2,505.90	
49324	$1,882.95	$2,597.70	
49327	$2,165.35	$2,987.90	
49330	$2,165.35	$3,418.70	
49333	$2,447.85	$3,864.60	
49336	$357.70	$564.80	
49339	$2,777.30	$4,200.30	
49342	$2,777.30	$4,384.90	
49345	$3,295.10	$5,202.30	
49346	$847.35	$1,281.60	
49360	$343.95	$542.90	
49363	$414.20	$648.30	
49366	$611.90	$966.20	
49500	$376.55	$569.50	
49503	$489.55	$766.30	
49506	$734.40	$1,149.60	
49509	$753.25	$1,039.20	
49512	$1,082.70	$1,494.00	
49515	$847.35	$1,114.70	
49517	$1,206.35	$1,904.10	
49518	$1,317.80	$1,993.50	
49519	$2,315.30	$3,655.10	
49521	$1,600.65	$2,208.40	
49524	$1,882.95	$2,972.60	
49527	$1,600.65	$2,421.00	
49530	$1,977.20	$2,727.80	
49533	$2,259.65	$3,117.60	
49534	$449.55	$620.40	
49536	$941.45	$1,298.90	
49539	$941.45	$1,473.90	
49542	$1,317.80	$2,080.60	
49545	$753.25	$1,189.40	
49548	$941.45	$1,298.90	
49551	$1,317.80	$2,080.60	
49554	$1,882.95	$2,972.60	
49557	$272.95	$412.90	
49558	$272.95	$431.10	
49559	$408.70	$563.90	
49560	$551.60	$863.60	
49561	$674.00	$1,064.20	
49562	$735.50	$1,112.40	
49563	$796.70	$1,236.60	
49564	$919.05	$1,390.00	
49566	$753.25	$1,139.40	
49569	$753.25	$1,189.40	
49700	$272.95	$431.10	
49703	$611.90	$966.20	
49706	$329.60	$520.40	
49709	$706.05	$1,114.50	
49712	$753.25	$1,039.20	
49715	$1,129.65	$1,558.90	
49716	$1,491.15	$2,169.90	
49717	$1,789.35	$2,604.10	
49718	$376.55	$594.20	
49721	$235.50	$371.80	
49724	$659.15	$996.90	
49727	$282.35	$449.70	
49728	$564.70	$821.70	
49800	$131.85	$182.30	
49803	$169.50	$233.80	
49806	$131.85	$182.30	
49809	$216.50	$336.00	
49812	$432.95	$683.50	
49815	$753.25	$1,189.40	
49818	$272.95	$431.10	
49821	$432.95	$683.50	
49824	$757.95	$1,196.30	
49827	$470.70	$711.70	
49830	$823.75	$1,136.60	
49833	$517.80	$783.10	
49836	$894.40	$1,412.10	
49837	$647.25	$1,022.10	
49838	$1,117.75	$1,765.00	
49839	$517.80	$817.20	
49842	$894.40	$1,412.10	
49845	$470.70	$743.20	
49848	$160.05	$221.10	
49851	$207.00	$313.30	
49854	$376.55	$594.20	
49857	$348.35	$549.90	
49860	$282.35	$442.20	
49863	$423.75	$663.40	
49866	$301.05	$475.40	
49878	$56.50	$74.00	
50100	$272.95	$359.30	
50102	$611.90	$844.40	
50103	$329.60	$520.40	
50104	$312.30	$484.80	
50106	$470.70	$730.70	
50109	$470.70	$743.20	
50112	$361.05	$498.10	
50115	$142.95	$215.00	
50118	$432.95	$654.70	
50121	$847.35	$1,281.60	
50127	$702.50	$1,062.60	
50130	$312.30	$472.10	
50200	$188.20	$294.70	
50201	$329.50	$479.90	
50203	$414.25	$654.20	
50206	$611.90	$974.30	
50209	$753.25	$1,039.20	
50212	$1,647.55	$2,273.40	
50215	$2,071.20	$2,857.70	
50218	$2,730.30	$4,129.50	
50221	$2,541.85	$3,507.10	
50224	$2,824.35	$3,897.00	
50227	$3,295.10	$4,546.50	
50230	$1,694.60	$2,337.90	
50233	$2,165.35	$2,987.90	
50236	$1,694.60	$2,337.90	
50239	$1,129.65	$1,486.10	
50300	$1,157.70	$1,597.20	
50303	$1,580.60	$1,803.30	
50306	$2,467.90	$2,815.50	
50309	$305.05	$420.70	
50312	$700.10	$1,087.10	
50315	$693.30	$912.10	
50318	$693.30	$912.10	
50321	$928.85	$1,221.80	
50324	$1,324.15	$1,741.40	
50327	$1,615.15	$2,124.50	
50330	$228.70	$300.70	
50333	$616.85	$973.90	
50336	$922.05	$1,455.50	
50339	$561.55	$886.50	
50342	$651.60	$1,062.30	
50345	$346.65	$524.20	
50348	$228.70	$345.90	
50349	$320.15	$402.10	
50351	$1,597.25	$1,976.10	
50352	$56.50	$77.90	
50353	$354.80	$489.60	
50354	$1,310.15	$1,807.70	
50357	$561.55	$774.70	
50360	$651.60	$899.30	
50363	$499.05	$656.30	
50366	$873.45	$1,149.00	
50369	$651.60	$857.00	
50372	$1,143.80	$1,504.50	
50375	$499.05	$656.30	
